Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,-9999,League,Foreign
393,Manu Morlanes,ESP,MF,Espanyol,22,1999,27,11,1144,12.7,2,0,2,2,0,0,6,1,0.7,0.7,0.3,1.0,21.0,81.0,6.0,0.16,0.0,0.16,0.16,0.16,0.05,0.02,0.07,0.05,0.07,Matches,a0255c67,LaLiga,False
394,Loren Morón,ESP,FWMF,Espanyol,27,1993,21,4,563,6.3,1,0,1,1,0,0,0,0,0.7,0.7,0.7,1.4,5.0,5.0,19.0,0.16,0.0,0.16,0.16,0.16,0.11,0.12,0.23,0.11,0.23,Matches,3aa4a3be,LaLiga,False
395,Loren Morón,ESP,FW,Betis,27,1993,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3aa4a3be,LaLiga,False
396,Cristhian Mosquera,COL,DF,Valencia,17,2004,6,3,212,2.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,dc1ce4f5,LaLiga,True
397,Toni Moya,ESP,MF,Alavés,23,1998,28,17,1386,15.4,0,1,1,0,0,0,2,0,1.3,1.3,1.8,3.1,19.0,43.0,17.0,0.0,0.06,0.06,0.0,0.06,0.08,0.12,0.2,0.08,0.2,Matches,9e098912,LaLiga,False
398,Iker Muniain,ESP,MF,Athletic Club,28,1992,35,34,2785,30.9,4,10,14,3,1,3,3,0,5.8,3.4,9.5,12.8,81.0,218.0,161.0,0.13,0.32,0.45,0.1,0.42,0.19,0.31,0.49,0.11,0.41,Matches,c05dfb74,LaLiga,False
399,Aihen Muñoz,ESP,DF,Real Sociedad,23,1997,20,15,1342,14.9,0,0,0,0,0,0,4,1,0.1,0.1,0.4,0.5,32.0,51.0,55.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.03,Matches,228b0d9d,LaLiga,False
400,Jeison Murillo,COL,DF,Celta Vigo,29,1992,19,12,1117,12.4,0,0,0,0,0,0,5,1,0.5,0.5,0.0,0.5,9.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,b233e8e4,LaLiga,True
401,Vedat Muriqi,KVX,FW,Mallorca,27,1994,16,16,1438,16.0,5,3,8,3,2,2,6,0,5.3,3.7,1.4,5.1,19.0,33.0,84.0,0.31,0.19,0.5,0.19,0.38,0.33,0.09,0.42,0.23,0.32,Matches,0cadc46d,LaLiga,True
402,Yunus Musah,USA,MFFW,Valencia,18,2002,29,13,1259,14.0,1,0,1,1,0,0,5,0,0.5,0.5,1.2,1.7,59.0,44.0,78.0,0.07,0.0,0.07,0.07,0.07,0.04,0.08,0.12,0.04,0.12,Matches,b51b1b9c,LaLiga,True
403,Shkodran Mustafi,GER,DF,Levante,29,1992,11,8,658,7.3,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,4.0,18.0,0.0,0.14,0.0,0.14,0.14,0.14,0.02,0.0,0.02,0.02,0.02,Matches,3f2d59fe,LaLiga,True
404,Nacho,ESP,DF,Real Madrid,31,1990,28,17,1555,17.3,3,0,3,3,0,0,7,0,1.3,1.3,0.3,1.7,15.0,59.0,10.0,0.17,0.0,0.17,0.17,0.17,0.08,0.02,0.1,0.08,0.1,Matches,2946f9a1,LaLiga,False
405,Roberto Navarro,ESP,MFFW,Real Sociedad,19,2002,6,3,199,2.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.22,0.02,0.24,0.22,0.24,Matches,c997b942,LaLiga,False
406,Ximo Navarro,ESP,DF,Alavés,31,1990,18,16,1347,15.0,0,0,0,0,0,0,4,1,0.6,0.6,0.4,1.0,21.0,35.0,24.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches,8db394aa,LaLiga,False
407,Jesús Navas,ESP,DF,Sevilla,35,1985,25,19,1786,19.8,0,3,3,0,0,0,4,0,0.4,0.4,4.6,5.0,58.0,117.0,181.0,0.0,0.15,0.15,0.0,0.15,0.02,0.23,0.25,0.02,0.25,Matches,3f10bd22,LaLiga,False
408,Álvaro Negredo,ESP,FW,Cádiz,35,1985,34,24,2157,24.0,7,2,9,5,2,3,3,0,7.3,4.9,2.7,7.6,20.0,50.0,104.0,0.29,0.08,0.38,0.21,0.29,0.3,0.11,0.42,0.21,0.32,Matches,63b0ca6b,LaLiga,False
409,Neto,BRA,GK,Barcelona,32,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,a9dc785c,LaLiga,True
410,Carlos Neva,ESP,DF,Granada,25,1996,26,24,2108,23.4,0,0,0,0,0,0,1,0,1.0,1.0,1.2,2.2,27.0,37.0,89.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,8d47bb39,LaLiga,False
411,Saúl Ñíguez,ESP,FWMF,Atlético Madrid,26,1994,3,2,201,2.2,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.4,4.0,5.0,10.0,0.0,0.45,0.45,0.0,0.45,0.14,0.05,0.19,0.14,0.19,Matches,c14bc029,LaLiga,False
412,Fernando Niño,ESP,FW,Mallorca,20,2000,23,9,884,9.8,2,0,2,2,0,0,2,0,3.8,3.8,0.4,4.2,18.0,8.0,47.0,0.2,0.0,0.2,0.2,0.2,0.39,0.04,0.43,0.39,0.43,Matches,81d5c497,LaLiga,False
413,Peru Nolaskoain,ESP,DF,Athletic Club,22,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,857cb4f3,LaLiga,False
414,Nolito,ESP,MF,Celta Vigo,34,1986,32,15,1384,15.4,2,0,2,2,0,0,2,0,2.9,2.9,1.9,4.8,10.0,73.0,66.0,0.13,0.0,0.13,0.13,0.13,0.19,0.12,0.31,0.19,0.31,Matches,b2d0ec1b,LaLiga,False
415,Randy Ntekja,FRA,FWMF,Rayo Vallecano,23,1997,34,16,1462,16.2,3,0,3,3,0,0,2,0,3.4,3.4,1.4,4.7,21.0,31.0,84.0,0.18,0.0,0.18,0.18,0.18,0.21,0.08,0.29,0.21,0.29,Matches,a6103274,LaLiga,True
416,Unai Núñez,ESP,DF,Athletic Club,24,1997,9,7,622,6.9,0,0,0,0,0,0,2,0,0.8,0.8,0.2,1.0,8.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.15,0.12,0.15,Matches,be170419,LaLiga,False
417,Allan Nyom,CMR,DF,Getafe,33,1988,5,3,244,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,97572117,LaLiga,True
418,Jan Oblak,SVN,GK,Atlético Madrid,28,1993,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ee8508c0,LaLiga,True
419,Lucas Ocampos,ARG,FW,Sevilla,27,1994,30,23,2125,23.6,6,4,10,6,0,0,7,0,5.9,5.9,1.9,7.8,68.0,80.0,230.0,0.25,0.17,0.42,0.25,0.42,0.25,0.08,0.33,0.25,0.33,Matches,a08b974a,LaLiga,True
420,Lucas Olaza,URU,DF,Elche,27,1994,5,3,295,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,2.0,16.0,22.0,0.31,0.0,0.31,0.31,0.31,0.22,0.09,0.32,0.22,0.32,Matches,4cee5954,LaLiga,True
421,Oier Olazábal,ESP,GK,Espanyol,31,1989,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b5bdf144,LaLiga,False
422,Brian Oliván,ESP,DF,Mallorca,27,1994,28,24,2189,24.3,1,0,1,1,0,1,7,0,1.8,1.0,2.2,3.2,31.0,65.0,91.0,0.04,0.0,0.04,0.04,0.04,0.07,0.09,0.16,0.04,0.13,Matches,a3e4bf46,LaLiga,False
423,Mathías Olivera,URU,DF,Getafe,23,1997,32,32,2803,31.1,1,3,4,1,0,0,10,0,2.4,2.0,2.4,4.4,73.0,101.0,95.0,0.03,0.1,0.13,0.03,0.13,0.08,0.08,0.16,0.06,0.14,Matches,41c12f75,LaLiga,True
424,Javier Ontiveros,ESP,FWMF,Osasuna,23,1997,3,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,a83d8b0c,LaLiga,False
425,Pedro Ortiz,ESP,MF,Sevilla,20,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,6.93,10.16,3.23,10.16,Matches,f9358b61,LaLiga,False
426,Milutin Osmajić,MNE,FWMF,Cádiz,22,1999,10,2,257,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,375ed9d7,LaLiga,True
427,Jesús Owono,EQG,GK,Alavés,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d6e3d7fb,LaLiga,True
428,Mikel Oyarzabal,ESP,FWMF,Real Sociedad,24,1997,22,19,1671,18.6,9,3,12,5,4,5,0,1,9.3,5.4,3.7,9.0,51.0,46.0,144.0,0.48,0.16,0.65,0.27,0.43,0.5,0.2,0.7,0.29,0.49,Matches,8c3c640c,LaLiga,False
429,Fernando Pacheco,ESP,GK,Alavés,29,1992,34,34,3053,33.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,97852360,LaLiga,False
430,Jon Pacheco,ESP,DF,Real Sociedad,20,2001,10,4,381,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,44150beb,LaLiga,False
431,Helibelton Palacios,COL,DF,Elche,28,1993,26,22,1931,21.5,0,0,0,0,0,0,6,0,0.1,0.1,0.1,0.2,31.0,52.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,ac8b2421,LaLiga,True
432,Isaac Palazón Camacho,ESP,FWMF,Rayo Vallecano,26,1994,34,27,2288,25.4,2,4,6,2,0,0,7,0,3.1,3.1,3.1,6.2,41.0,94.0,148.0,0.08,0.16,0.24,0.08,0.24,0.12,0.12,0.24,0.12,0.24,Matches,49dbab27,LaLiga,False
433,Daniel Parejo,ESP,MF,Villarreal,32,1989,33,32,2704,30.0,2,10,12,1,1,1,3,0,1.5,0.7,6.9,7.6,36.0,256.0,36.0,0.07,0.33,0.4,0.03,0.37,0.05,0.23,0.28,0.02,0.25,Matches,7460ca0d,LaLiga,False
434,Raúl Parra,ESP,DF,Cádiz,21,1999,2,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,647d39d2,LaLiga,False
435,Javier Pastore,ARG,MFFW,Elche,32,1989,13,6,525,5.8,0,0,0,0,0,0,2,1,0.5,0.5,0.7,1.1,16.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.2,0.08,0.2,Matches,881ef58c,LaLiga,True
436,Gabriel Paulista,BRA,DF,Valencia,30,1990,19,19,1592,17.7,2,1,3,2,0,0,2,0,0.8,0.8,0.2,1.0,9.0,35.0,1.0,0.11,0.06,0.17,0.11,0.17,0.04,0.01,0.06,0.04,0.06,Matches,b7ca5c51,LaLiga,True
437,Alfonso Pedraza,ESP,DF,Villarreal,25,1996,28,19,1701,18.9,4,4,8,4,0,0,2,0,1.9,1.9,5.2,7.2,94.0,64.0,182.0,0.21,0.21,0.42,0.21,0.42,0.1,0.28,0.38,0.1,0.38,Matches,63f04c6c,LaLiga,False
438,Pedri,ESP,MF,Barcelona,18,2002,12,10,885,9.8,3,1,4,3,0,0,0,0,1.3,1.3,1.2,2.5,23.0,84.0,42.0,0.31,0.1,0.41,0.31,0.41,0.13,0.12,0.25,0.13,0.25,Matches,0d9b2d31,LaLiga,False
439,Pedrosa,ESP,DF,Espanyol,23,1998,31,31,2720,30.2,1,1,2,1,0,0,8,0,1.0,1.0,1.2,2.3,90.0,69.0,140.0,0.03,0.03,0.07,0.03,0.07,0.03,0.04,0.07,0.03,0.07,Matches,112521d1,LaLiga,False
440,Facundo Pellistri,URU,MFFW,Alavés,19,2001,21,6,672,7.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,24.0,11.0,42.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Matches,ac7e7b1c,LaLiga,True
441,Rubén Peña,ESP,MFFW,Villarreal,30,1991,7,1,132,1.5,0,0,0,0,0,0,1,0,0.2,0.2,1.1,1.3,5.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.16,0.74,0.9,0.16,0.9,Matches,1f079188,LaLiga,False
442,Alberto Perea,ESP,MF,Cádiz,30,1990,18,8,777,8.6,0,1,1,0,0,0,2,0,0.9,0.9,0.6,1.4,32.0,53.0,72.0,0.0,0.12,0.12,0.0,0.12,0.1,0.07,0.16,0.1,0.16,Matches,5496cc91,LaLiga,False
443,Victor Perea,ESP,DF,Espanyol,21,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b7de5bad,LaLiga,False
444,Iñigo Pérez,ESP,MF,Osasuna,33,1988,10,4,338,3.8,1,0,1,1,0,0,0,0,0.1,0.1,1.0,1.1,8.0,18.0,14.0,0.27,0.0,0.27,0.27,0.27,0.03,0.28,0.31,0.03,0.31,Matches,bc61cc65,LaLiga,False
445,Juan Pérez,ESP,GK,Osasuna,25,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8f29e08b,LaLiga,False
446,Kike Pérez,ESP,MFFW,Elche,24,1997,12,5,519,5.8,2,0,2,2,0,0,1,0,1.0,1.0,0.8,1.8,23.0,19.0,20.0,0.35,0.0,0.35,0.35,0.35,0.17,0.13,0.31,0.17,0.31,Matches,237a3851,LaLiga,False
447,Lucas Pérez,ESP,FW,Elche,32,1988,18,16,1266,14.1,2,1,3,2,0,0,0,0,2.2,2.2,1.6,3.8,17.0,40.0,59.0,0.14,0.07,0.21,0.14,0.21,0.16,0.11,0.27,0.16,0.27,Matches,a300ac7e,LaLiga,False
448,Lucas Pérez,ESP,FWMF,Cádiz,32,1988,15,11,1060,11.8,3,2,5,3,0,0,1,0,3.3,3.3,3.7,7.0,17.0,41.0,61.0,0.25,0.17,0.42,0.25,0.42,0.28,0.31,0.59,0.28,0.59,Matches,a300ac7e,LaLiga,False
449,Njegoš Petrović,SRB,MF,Granada,22,1999,15,10,918,10.2,0,1,1,0,0,0,5,0,0.7,0.7,0.1,0.8,3.0,33.0,14.0,0.0,0.1,0.1,0.0,0.1,0.07,0.01,0.08,0.07,0.08,Matches,0cb29e91,LaLiga,True
450,Alex Petxa,ESP,DFMF,Athletic Club,24,1997,17,1,412,4.6,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,8.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,97d08e60,LaLiga,False
451,Germán Pezzella,ARG,DF,Betis,30,1991,23,22,1988,22.1,1,0,1,1,0,0,5,1,1.3,1.3,0.0,1.3,2.0,22.0,5.0,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.06,0.06,0.06,Matches,8c725b43,LaLiga,True
452,Pablo Piatti,ARG,MFFW,Elche,32,1989,10,3,312,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,4.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.16,0.05,0.16,Matches,48e89655,LaLiga,True
453,Cristiano Piccini,ITA,DF,Valencia,28,1992,6,3,322,3.6,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.2,5.0,14.0,10.0,0.28,0.0,0.28,0.28,0.28,0.04,0.02,0.07,0.04,0.07,Matches,32c0491f,LaLiga,True
454,Tomás Pina Isla,ESP,MF,Alavés,33,1987,29,16,1444,16.0,0,0,0,0,0,0,4,0,0.5,0.5,0.3,0.7,4.0,50.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,e54bd0a2,LaLiga,False
455,Orbelín Pineda,MEX,MFFW,Celta Vigo,25,1996,7,0,99,1.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.6,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.47,0.02,0.5,0.47,0.5,Matches,411fabd7,LaLiga,True
456,Yeremi Pino,ESP,MFFW,Villarreal,18,2002,31,21,1678,18.6,6,4,10,6,0,0,2,0,5.5,5.5,3.5,9.0,43.0,38.0,164.0,0.32,0.21,0.54,0.32,0.54,0.29,0.19,0.48,0.29,0.48,Matches,540ec57b,LaLiga,False
457,Gerard Piqué,ESP,DF,Barcelona,34,1987,27,25,2092,23.2,1,0,1,1,0,0,10,1,1.6,1.6,0.5,2.1,25.0,132.0,4.0,0.04,0.0,0.04,0.04,0.04,0.07,0.02,0.09,0.07,0.09,Matches,adfc9123,LaLiga,False
458,Ezequiel Ponce,ARG,FW,Elche,24,1997,13,5,667,7.4,1,0,1,1,0,0,1,1,2.5,2.5,0.3,2.8,6.0,10.0,39.0,0.13,0.0,0.13,0.13,0.13,0.34,0.03,0.38,0.34,0.38,Matches,ccbbe661,LaLiga,True
459,Pere Pons,ESP,MF,Alavés,28,1993,27,17,1366,15.2,1,0,1,1,0,0,2,0,1.5,1.5,0.6,2.1,20.0,37.0,50.0,0.07,0.0,0.07,0.07,0.07,0.1,0.04,0.14,0.1,0.14,Matches,29b61deb,LaLiga,False
460,Portu,ESP,FWMF,Real Sociedad,29,1992,37,17,1590,17.7,1,2,3,0,1,1,5,0,2.9,2.1,2.5,4.6,44.0,41.0,150.0,0.06,0.11,0.17,0.0,0.11,0.16,0.14,0.3,0.12,0.26,Matches,1bda5842,LaLiga,False
461,Sergio Postigo,ESP,DF,Levante,32,1988,13,10,848,9.4,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,2.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,474ecac8,LaLiga,False
462,Darío Poveda,ESP,FWMF,Getafe,24,1997,15,3,380,4.2,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,5.0,8.0,24.0,0.24,0.0,0.24,0.24,0.24,0.07,0.02,0.09,0.07,0.09,Matches,cbdf7d5c,LaLiga,False
463,José Pozo,ESP,MFDF,Rayo Vallecano,25,1996,5,0,72,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,2.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.18,0.42,0.6,0.18,0.6,Matches,fc8b614b,LaLiga,False
464,Abdón Prats,ESP,FW,Mallorca,28,1992,23,6,641,7.1,3,0,3,3,0,0,3,0,1.5,1.5,0.7,2.2,4.0,17.0,33.0,0.42,0.0,0.42,0.42,0.42,0.21,0.1,0.31,0.21,0.31,Matches,d1b060e2,LaLiga,False
465,Alejandro Primo,ESP,GK,Levante,17,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,f38284bb,LaLiga,False
466,Javi Puado,ESP,MFFW,Espanyol,23,1998,30,26,2245,24.9,4,1,5,4,0,0,5,0,4.9,4.9,1.2,6.1,64.0,56.0,130.0,0.16,0.04,0.2,0.16,0.2,0.2,0.05,0.25,0.2,0.25,Matches,2683eda7,LaLiga,False
467,Pubill,ESP,DFMF,Levante,18,2003,11,5,512,5.7,0,1,1,0,0,0,1,0,0.9,0.9,1.2,2.0,10.0,11.0,28.0,0.0,0.18,0.18,0.0,0.18,0.15,0.2,0.36,0.15,0.36,Matches,365113c0,LaLiga,False
468,Antonio Puertas,ESP,MFFW,Granada,29,1992,33,25,2261,25.1,6,1,7,6,0,0,4,0,3.5,3.5,0.9,4.4,51.0,54.0,126.0,0.24,0.04,0.28,0.24,0.28,0.14,0.04,0.17,0.14,0.17,Matches,c77a8043,LaLiga,False
469,Riqui Puig,ESP,MF,Barcelona,21,1999,15,2,487,5.4,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,9.0,40.0,24.0,0.18,0.0,0.18,0.18,0.18,0.12,0.04,0.16,0.12,0.16,Matches,f090a37a,LaLiga,False
470,Yacine Qasmi,MAR,FW,Rayo Vallecano,30,1991,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3b3cbebb,LaLiga,True
471,Quini,ESP,DF,Granada,31,1989,32,27,2304,25.6,0,1,1,0,0,0,11,0,0.5,0.5,1.4,1.9,26.0,52.0,67.0,0.0,0.04,0.04,0.0,0.04,0.02,0.05,0.07,0.02,0.07,Matches,7a538238,LaLiga,False
472,Dani Raba,ESP,MFFW,Villarreal,25,1995,7,0,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,Matches,ea6a7ab4,LaLiga,False
473,Dani Raba,ESP,MFFW,Granada,25,1995,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ea6a7ab4,LaLiga,False
474,Uroš Račić,SRB,MF,Valencia,23,1998,28,13,1206,13.4,0,0,0,0,0,0,3,1,0.9,0.9,0.4,1.3,6.0,55.0,15.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,faed84db,LaLiga,True
475,Nemanja Radoja,SRB,MF,Levante,28,1993,19,17,1214,13.5,0,0,0,0,0,0,3,0,0.3,0.3,0.8,1.1,9.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,Matches,b5dd3469,LaLiga,True
476,Rafinha,BRA,MF,Real Sociedad,28,1993,17,13,1050,11.7,1,0,1,1,0,0,3,0,2.5,2.5,0.5,3.0,34.0,54.0,31.0,0.09,0.0,0.09,0.09,0.09,0.22,0.04,0.26,0.22,0.26,Matches,0c2ac3cb,LaLiga,True
477,Antonio Raillo,ESP,DF,Mallorca,29,1991,17,17,1530,17.0,2,0,2,2,0,0,8,0,0.7,0.7,0.0,0.7,15.0,50.0,0.0,0.12,0.0,0.12,0.12,0.12,0.04,0.0,0.04,0.04,0.04,Matches,b857bd29,LaLiga,False
478,Ivan Rakitić,CRO,MF,Sevilla,33,1988,35,26,2182,24.2,4,6,10,3,1,2,5,0,3.2,1.6,2.6,4.2,23.0,160.0,62.0,0.16,0.25,0.41,0.12,0.37,0.13,0.11,0.24,0.07,0.17,Matches,89f951b5,LaLiga,True
479,Jonás Ramalho,ESP,DF,Osasuna,28,1993,3,3,243,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,be3a0121,LaLiga,False
480,Sandro Ramírez,ESP,FW,Getafe,26,1995,29,19,1462,16.2,3,0,3,3,0,0,7,0,3.0,3.0,0.9,3.9,34.0,23.0,107.0,0.18,0.0,0.18,0.18,0.18,0.18,0.06,0.24,0.18,0.24,Matches,833fb62e,LaLiga,False
481,Raúl,ESP,FWDF,Betis,20,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18f0a9f0,LaLiga,False
482,Lluís Recasens,ESP,DF,Espanyol,19,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,c31ea173,LaLiga,False
483,Manolo Reina,ESP,GK,Mallorca,36,1985,21,21,1890,21.0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,605eb473,LaLiga,False
484,Karim Rekik,NED,DF,Sevilla,26,1994,18,11,1098,12.2,0,2,2,0,0,0,2,0,0.2,0.2,0.4,0.6,12.0,30.0,13.0,0.0,0.16,0.16,0.0,0.16,0.02,0.03,0.05,0.02,0.05,Matches,3376a776,LaLiga,True
485,Álex Remiro,ESP,GK,Real Sociedad,26,1995,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,374ee424,LaLiga,False
486,Nico Ribaudo,ESP,MFFW,Espanyol,20,2001,31,7,1116,12.4,2,0,2,2,0,0,5,1,1.0,1.0,1.4,2.4,40.0,54.0,74.0,0.16,0.0,0.16,0.16,0.16,0.08,0.12,0.2,0.08,0.2,Matches,ce8039aa,LaLiga,False
487,Diego Rico,ESP,DF,Real Sociedad,28,1993,21,19,1644,18.3,0,0,0,0,0,0,4,0,0.2,0.2,0.9,1.1,24.0,92.0,70.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,d9ba39fc,LaLiga,False
488,Sergio Rico,ESP,GK,Mallorca,27,1993,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5f0241b2,LaLiga,False
489,Luis Rioja,ESP,MFFW,Alavés,27,1993,37,36,3111,34.6,1,3,4,1,0,0,3,0,3.0,3.0,5.1,8.2,122.0,77.0,213.0,0.03,0.09,0.12,0.03,0.12,0.09,0.15,0.24,0.09,0.24,Matches,eb3dd471,LaLiga,False
